CodEntrega,CodVenta,CodProveedor,Proveedor,CodAlmacen,Almacen,CodEstado,Estado,Fecha_Envio,Fecha_Entrega
12975,18682,1,Logística Express,2,Hub Logístico,2,En tránsito,2025-03-04,2025-03-06
12976,18683,4,Flash Delivery,4,Depósito Sur,3,Entregado,2025-03-05,2025-03-06
12977,18685,1,QuickSend,4,Depósito Sur,3,Entregado,2025-03-03,2025-03-05
12978,18687,1,Flash Delivery,4,Depósito Sur,4,Devuelto,2025-03-04,2025-03-07
12979,18688,4,QuickSend,3,Centro Oeste,4,Devuelto,2025-03-04,2025-03-05
12980,18690,2,Flash Delivery,1,Centro Norte,2,En tránsito,2025-03-04,2025-03-05
12981,18692,3,QuickSend,4,Depósito Sur,2,En tránsito,2025-03-04,2025-03-06
12982,18694,4,QuickSend,1,Centro Norte,4,Devuelto,2025-03-06,2025-03-08
12983,18695,4,Logística Express,2,Hub Logístico,2,En tránsito,2025-03-05,2025-03-10
12984,18696,1,QuickSend,3,Centro Oeste,2,En tránsito,2025-03-05,2025-03-07
12985,18697,4,Logística Express,2,Hub Logístico,3,Entregado,2025-03-06,2025-03-11
12986,18698,3,Flash Delivery,4,Depósito Sur,2,En tránsito,2025-03-07,2025-03-10
12987,18700,2,Logística Express,2,Hub Logístico,2,En tránsito,2025-03-05,2025-03-07
12988,18701,4,Flash Delivery,1,Centro Norte,2,En tránsito,2025-03-07,2025-03-08
12989,18702,1,Envios Nacionales,2,Hub Logístico,1,En preparación,2025-03-07,2025-03-12
12990,18703,4,QuickSend,2,Hub Logístico,3,Entregado,2025-03-06,2025-03-10
12991,18704,3,Flash Delivery,1,Centro Norte,4,Devuelto,2025-03-06,2025-03-10
12992,18705,1,Envios Nacionales,2,Hub Logístico,1,En preparación,2025-03-05,2025-03-07
12993,18706,3,Flash Delivery,3,Centro Oeste,4,Devuelto,2025-03-05,2025-03-08
12994,18707,4,QuickSend,3,Centro Oeste,2,En tránsito,2025-03-05,2025-03-07
12995,18709,1,Envios Nacionales,4,Depósito Sur,3,Entregado,2025-03-07,2025-03-10
12996,18710,1,Logística Express,3,Centro Oeste,4,Devuelto,2025-03-07,2025-03-12
12997,18711,4,Logística Express,3,Centro Oeste,1,En preparación,2025-03-08,2025-03-11
12998,18712,3,QuickSend,1,Centro Norte,1,En preparación,2025-03-07,2025-03-09
12999,18714,3,Envios Nacionales,3,Centro Oeste,1,En preparación,2025-03-07,2025-03-10
13000,18715,4,Flash Delivery,1,Centro Norte,3,Entregado,2025-03-08,2025-03-10
13001,18716,4,Envios Nacionales,4,Depósito Sur,4,Devuelto,2025-03-08,2025-03-10
13002,18717,1,Envios Nacionales,2,Hub Logístico,3,Entregado,2025-03-08,2025-03-13
13003,18720,2,Flash Delivery,1,Centro Norte,1,En preparación,2025-03-09,2025-03-11
13004,18724,4,Envios Nacionales,1,Centro Norte,2,En tránsito,2025-03-07,2025-03-09
13005,18725,2,Flash Delivery,4,Depósito Sur,1,En preparación,2025-03-07,2025-03-08
13006,18727,1,Flash Delivery,2,Hub Logístico,1,En preparación,2025-03-08,2025-03-09
13007,18728,3,Flash Delivery,3,Centro Oeste,3,Entregado,2025-03-09,2025-03-11
13008,18731,2,Envios Nacionales,3,Centro Oeste,3,Entregado,2025-03-09,2025-03-12
13009,18732,1,QuickSend,3,Centro Oeste,1,En preparación,2025-03-08,2025-03-13
13010,18734,4,QuickSend,3,Centro Oeste,3,Entregado,2025-03-09,2025-03-14
13011,18735,1,Envios Nacionales,3,Centro Oeste,2,En tránsito,2025-03-08,2025-03-09
13012,18736,2,Logística Express,1,Centro Norte,2,En tránsito,2025-03-08,2025-03-12
13013,18737,3,QuickSend,3,Centro Oeste,2,En tránsito,2025-03-08,2025-03-09
13014,18738,1,Envios Nacionales,2,Hub Logístico,2,En tránsito,2025-03-08,2025-03-12
13015,18739,3,Logística Express,3,Centro Oeste,4,Devuelto,2025-03-10,2025-03-12
13016,18740,1,Logística Express,4,Depósito Sur,1,En preparación,2025-03-08,2025-03-12
13017,18741,3,QuickSend,4,Depósito Sur,4,Devuelto,2025-03-09,2025-03-14
13018,18742,2,Flash Delivery,2,Hub Logístico,2,En tránsito,2025-03-09,2025-03-10
13019,18743,4,Envios Nacionales,4,Depósito Sur,2,En tránsito,2025-03-11,2025-03-12
13020,18744,2,Envios Nacionales,4,Depósito Sur,4,Devuelto,2025-03-10,2025-03-15
13021,18745,2,QuickSend,4,Depósito Sur,1,En preparación,2025-03-10,2025-03-15
13022,18747,1,Flash Delivery,3,Centro Oeste,1,En preparación,2025-03-09,2025-03-13
13023,18748,2,Envios Nacionales,1,Centro Norte,1,En preparación,2025-03-11,2025-03-14
13024,18749,3,Flash Delivery,1,Centro Norte,1,En preparación,2025-03-11,2025-03-14
13025,18750,1,Logística Express,3,Centro Oeste,2,En tránsito,2025-03-10,2025-03-11
13026,18751,4,Logística Express,4,Depósito Sur,4,Devuelto,2025-03-11,2025-03-12
13027,18752,2,Logística Express,3,Centro Oeste,1,En preparación,2025-03-11,2025-03-12
13028,18754,2,QuickSend,4,Depósito Sur,2,En tránsito,2025-03-12,2025-03-14
13029,18755,1,Logística Express,1,Centro Norte,4,Devuelto,2025-03-11,2025-03-13
13030,18757,1,Envios Nacionales,1,Centro Norte,4,Devuelto,2025-03-10,2025-03-13
13031,18758,2,Envios Nacionales,3,Centro Oeste,3,Entregado,2025-03-12,2025-03-13
13032,18759,1,Envios Nacionales,1,Centro Norte,3,Entregado,2025-03-12,2025-03-17
13033,18761,4,QuickSend,3,Centro Oeste,3,Entregado,2025-03-13,2025-03-18
13034,18762,3,Flash Delivery,4,Depósito Sur,2,En tránsito,2025-03-12,2025-03-15
13035,18764,3,QuickSend,4,Depósito Sur,1,En preparación,2025-03-13,2025-03-17
13036,18765,4,QuickSend,4,Depósito Sur,3,Entregado,2025-03-12,2025-03-16
13037,18766,1,Logística Express,4,Depósito Sur,2,En tránsito,2025-03-11,2025-03-15
13038,18767,1,Flash Delivery,1,Centro Norte,3,Entregado,2025-03-13,2025-03-16
13039,18768,1,Envios Nacionales,2,Hub Logístico,4,Devuelto,2025-03-11,2025-03-15
13040,18770,4,Envios Nacionales,3,Centro Oeste,1,En preparación,2025-03-12,2025-03-15
13041,18774,1,QuickSend,4,Depósito Sur,2,En tránsito,2025-03-13,2025-03-17
13042,18775,3,Flash Delivery,1,Centro Norte,3,Entregado,2025-03-13,2025-03-14
13043,18781,1,Flash Delivery,2,Hub Logístico,1,En preparación,2025-03-14,2025-03-17
13044,18782,3,Logística Express,3,Centro Oeste,1,En preparación,2025-03-13,2025-03-14
13045,18784,3,QuickSend,1,Centro Norte,1,En preparación,2025-03-13,2025-03-17
13046,18785,1,Envios Nacionales,1,Centro Norte,2,En tránsito,2025-03-14,2025-03-15
13047,18786,1,Flash Delivery,3,Centro Oeste,3,Entregado,2025-03-15,2025-03-19
13048,18787,2,Flash Delivery,4,Depósito Sur,1,En preparación,2025-03-16,2025-03-20
13049,18789,2,QuickSend,3,Centro Oeste,3,Entregado,2025-03-16,2025-03-19
13050,18791,2,Envios Nacionales,4,Depósito Sur,4,Devuelto,2025-03-14,2025-03-18
13051,18792,4,QuickSend,4,Depósito Sur,2,En tránsito,2025-03-14,2025-03-16
13052,18793,4,Logística Express,4,Depósito Sur,3,Entregado,2025-03-14,2025-03-15
13053,18795,1,Logística Express,3,Centro Oeste,3,Entregado,2025-03-15,2025-03-19
13054,18796,4,QuickSend,3,Centro Oeste,3,Entregado,2025-03-16,2025-03-20
13055,18798,4,Flash Delivery,3,Centro Oeste,3,Entregado,2025-03-16,2025-03-21
13056,18799,3,Logística Express,3,Centro Oeste,2,En tránsito,2025-03-14,2025-03-17
13057,18801,1,Flash Delivery,1,Centro Norte,4,Devuelto,2025-03-16,2025-03-17
13058,18802,1,Envios Nacionales,3,Centro Oeste,3,Entregado,2025-03-15,2025-03-17
13059,18803,1,Flash Delivery,3,Centro Oeste,2,En tránsito,2025-03-15,2025-03-20
13060,18804,3,Logística Express,4,Depósito Sur,2,En tránsito,2025-03-17,2025-03-22
13061,18806,1,QuickSend,2,Hub Logístico,4,Devuelto,2025-03-15,2025-03-18
13062,18807,3,Envios Nacionales,2,Hub Logístico,3,Entregado,2025-03-17,2025-03-20
13063,18812,2,Envios Nacionales,3,Centro Oeste,2,En tránsito,2025-03-18,2025-03-19
13064,18813,1,QuickSend,1,Centro Norte,4,Devuelto,2025-03-17,2025-03-18
13065,18815,1,Envios Nacionales,2,Hub Logístico,1,En preparación,2025-03-17,2025-03-21
13066,18816,3,QuickSend,2,Hub Logístico,2,En tránsito,2025-03-18,2025-03-20
13067,18818,3,Flash Delivery,4,Depósito Sur,2,En tránsito,2025-03-17,2025-03-19
13068,18819,4,QuickSend,4,Depósito Sur,2,En tránsito,2025-03-19,2025-03-23
13069,18820,4,Flash Delivery,4,Depósito Sur,4,Devuelto,2025-03-18,2025-03-22
13070,18821,3,Envios Nacionales,3,Centro Oeste,4,Devuelto,2025-03-18,2025-03-19
13071,18822,1,QuickSend,4,Depósito Sur,3,Entregado,2025-03-17,2025-03-19
13072,18823,1,Logística Express,2,Hub Logístico,1,En preparación,2025-03-17,2025-03-21
13073,18824,1,Flash Delivery,3,Centro Oeste,1,En preparación,2025-03-17,2025-03-21
13074,18825,2,QuickSend,1,Centro Norte,4,Devuelto,2025-03-19,2025-03-23
13075,18826,1,QuickSend,2,Hub Logístico,1,En preparación,2025-03-18,2025-03-19
13076,18827,1,Logística Express,4,Depósito Sur,3,Entregado,2025-03-19,2025-03-22
13077,18828,3,Flash Delivery,4,Depósito Sur,1,En preparación,2025-03-18,2025-03-19
13078,18829,1,Logística Express,4,Depósito Sur,1,En preparación,2025-03-17,2025-03-21
13079,18830,3,Envios Nacionales,3,Centro Oeste,1,En preparación,2025-03-17,2025-03-22
13080,18831,2,Logística Express,2,Hub Logístico,4,Devuelto,2025-03-20,2025-03-23
13081,18832,3,QuickSend,4,Depósito Sur,3,Entregado,2025-03-20,2025-03-22
13082,18833,2,Flash Delivery,1,Centro Norte,4,Devuelto,2025-03-20,2025-03-25
13083,18835,1,Envios Nacionales,3,Centro Oeste,2,En tránsito,2025-03-20,2025-03-23
13084,18836,3,QuickSend,2,Hub Logístico,1,En preparación,2025-03-18,2025-03-20
13085,18837,3,Envios Nacionales,1,Centro Norte,3,Entregado,2025-03-20,2025-03-21
13086,18838,3,QuickSend,1,Centro Norte,1,En preparación,2025-03-19,2025-03-22
13087,18839,3,Envios Nacionales,2,Hub Logístico,4,Devuelto,2025-03-20,2025-03-24
13088,18840,2,QuickSend,1,Centro Norte,4,Devuelto,2025-03-20,2025-03-24
13089,18842,4,Flash Delivery,4,Depósito Sur,3,Entregado,2025-03-19,2025-03-23
13090,18843,1,Envios Nacionales,2,Hub Logístico,3,Entregado,2025-03-20,2025-03-24
13091,18844,4,Envios Nacionales,1,Centro Norte,2,En tránsito,2025-03-19,2025-03-20
13092,18845,1,Flash Delivery,3,Centro Oeste,4,Devuelto,2025-03-20,2025-03-25
13093,18846,4,Flash Delivery,1,Centro Norte,3,Entregado,2025-03-19,2025-03-22
13094,18848,3,Logística Express,2,Hub Logístico,3,Entregado,2025-03-21,2025-03-22
13095,18849,2,QuickSend,4,Depósito Sur,3,Entregado,2025-03-19,2025-03-20
13096,18851,4,Logística Express,3,Centro Oeste,2,En tránsito,2025-03-21,2025-03-25
13097,18852,3,Flash Delivery,1,Centro Norte,3,Entregado,2025-03-21,2025-03-22
13098,18854,1,Envios Nacionales,2,Hub Logístico,3,Entregado,2025-03-20,2025-03-23
13099,18855,2,Envios Nacionales,2,Hub Logístico,1,En preparación,2025-03-19,2025-03-24
13100,18856,4,Logística Express,2,Hub Logístico,2,En tránsito,2025-03-20,2025-03-23
13101,18857,2,QuickSend,2,Hub Logístico,1,En preparación,2025-03-22,2025-03-27
13102,18859,1,Flash Delivery,3,Centro Oeste,2,En tránsito,2025-03-22,2025-03-26
13103,18860,3,QuickSend,2,Hub Logístico,2,En tránsito,2025-03-20,2025-03-21
13104,18862,4,Envios Nacionales,2,Hub Logístico,2,En tránsito,2025-03-21,2025-03-24
13105,18863,3,Flash Delivery,2,Hub Logístico,2,En tránsito,2025-03-20,2025-03-21
13106,18865,2,Envios Nacionales,1,Centro Norte,4,Devuelto,2025-03-22,2025-03-23
13107,18866,2,QuickSend,3,Centro Oeste,2,En tránsito,2025-03-21,2025-03-26
13108,18869,3,QuickSend,2,Hub Logístico,2,En tránsito,2025-03-20,2025-03-25
13109,18870,4,Envios Nacionales,2,Hub Logístico,1,En preparación,2025-03-22,2025-03-26
13110,18871,3,QuickSend,1,Centro Norte,1,En preparación,2025-03-21,2025-03-25
13111,18873,1,Logística Express,2,Hub Logístico,2,En tránsito,2025-03-22,2025-03-24
13112,18874,2,QuickSend,2,Hub Logístico,4,Devuelto,2025-03-21,2025-03-23
13113,18875,2,Logística Express,4,Depósito Sur,1,En preparación,2025-03-21,2025-03-26
13114,18876,4,Logística Express,2,Hub Logístico,2,En tránsito,2025-03-23,2025-03-26
13115,18878,4,Logística Express,3,Centro Oeste,2,En tránsito,2025-03-22,2025-03-24
13116,18882,1,Envios Nacionales,3,Centro Oeste,1,En preparación,2025-03-22,2025-03-27
13117,18883,4,Flash Delivery,3,Centro Oeste,1,En preparación,2025-03-21,2025-03-23
13118,18884,2,QuickSend,1,Centro Norte,4,Devuelto,2025-03-23,2025-03-26
13119,18885,1,Envios Nacionales,4,Depósito Sur,4,Devuelto,2025-03-21,2025-03-24
13120,18886,2,Logística Express,4,Depósito Sur,1,En preparación,2025-03-24,2025-03-25
13121,18887,1,Envios Nacionales,3,Centro Oeste,2,En tránsito,2025-03-23,2025-03-25
13122,18888,2,Envios Nacionales,1,Centro Norte,1,En preparación,2025-03-24,2025-03-27
13123,18889,3,QuickSend,3,Centro Oeste,1,En preparación,2025-03-23,2025-03-24
13124,18890,2,Flash Delivery,3,Centro Oeste,3,Entregado,2025-03-22,2025-03-26
13125,18891,1,QuickSend,2,Hub Logístico,3,Entregado,2025-03-24,2025-03-25
13126,18894,2,Flash Delivery,4,Depósito Sur,2,En tránsito,2025-03-24,2025-03-29
13127,18897,3,Logística Express,4,Depósito Sur,4,Devuelto,2025-03-26,2025-03-27
13128,18898,3,Logística Express,4,Depósito Sur,2,En tránsito,2025-03-25,2025-03-27
13129,18900,3,Logística Express,1,Centro Norte,3,Entregado,2025-03-25,2025-03-28
13130,18901,2,Envios Nacionales,2,Hub Logístico,3,Entregado,2025-03-24,2025-03-29
13131,18902,1,Envios Nacionales,2,Hub Logístico,2,En tránsito,2025-03-26,2025-03-29
13132,18903,3,Logística Express,1,Centro Norte,4,Devuelto,2025-03-25,2025-03-29
13133,18904,4,Logística Express,4,Depósito Sur,4,Devuelto,2025-03-24,2025-03-28
13134,18906,4,Flash Delivery,1,Centro Norte,2,En tránsito,2025-03-26,2025-03-30
13135,18907,1,Envios Nacionales,2,Hub Logístico,2,En tránsito,2025-03-24,2025-03-26
13136,18909,3,QuickSend,3,Centro Oeste,4,Devuelto,2025-03-25,2025-03-28
13137,18910,4,Flash Delivery,2,Hub Logístico,4,Devuelto,2025-03-25,2025-03-28
13138,18911,3,Envios Nacionales,2,Hub Logístico,2,En tránsito,2025-03-25,2025-03-27
13139,18912,2,Flash Delivery,3,Centro Oeste,2,En tránsito,2025-03-25,2025-03-27
13140,18913,1,Flash Delivery,4,Depósito Sur,4,Devuelto,2025-03-25,2025-03-30
13141,18915,1,Envios Nacionales,4,Depósito Sur,2,En tránsito,2025-03-25,2025-03-30
13142,18917,2,Flash Delivery,3,Centro Oeste,2,En tránsito,2025-03-27,2025-03-29
13143,18921,3,Logística Express,4,Depósito Sur,2,En tránsito,2025-03-27,2025-03-30
13144,18922,3,Envios Nacionales,2,Hub Logístico,2,En tránsito,2025-03-28,2025-03-31
13145,18925,3,Flash Delivery,4,Depósito Sur,1,En preparación,2025-03-28,2025-03-31
13146,18927,4,Envios Nacionales,4,Depósito Sur,4,Devuelto,2025-03-28,2025-04-01
13147,18928,1,QuickSend,1,Centro Norte,3,Entregado,2025-03-27,2025-03-30
13148,18930,1,QuickSend,2,Hub Logístico,1,En preparación,2025-03-28,2025-03-31
13149,18932,4,Envios Nacionales,3,Centro Oeste,2,En tránsito,2025-03-28,2025-03-31
13150,18933,3,Flash Delivery,1,Centro Norte,2,En tránsito,2025-03-27,2025-03-28
13151,18934,1,Flash Delivery,4,Depósito Sur,2,En tránsito,2025-03-28,2025-04-02
13152,18938,3,QuickSend,2,Hub Logístico,1,En preparación,2025-03-29,2025-04-03
13153,18939,2,Logística Express,4,Depósito Sur,4,Devuelto,2025-03-28,2025-03-29
13154,18940,1,Envios Nacionales,2,Hub Logístico,3,Entregado,2025-03-27,2025-03-30
13155,18941,3,Flash Delivery,1,Centro Norte,4,Devuelto,2025-03-28,2025-04-01
13156,18942,1,Logística Express,1,Centro Norte,3,Entregado,2025-03-29,2025-03-30
13157,18943,3,Logística Express,1,Centro Norte,1,En preparación,2025-03-29,2025-04-02
13158,18944,2,Flash Delivery,4,Depósito Sur,2,En tránsito,2025-03-30,2025-04-04
13159,18945,1,Logística Express,3,Centro Oeste,4,Devuelto,2025-03-29,2025-03-31
13160,18946,2,Logística Express,4,Depósito Sur,2,En tránsito,2025-03-30,2025-04-03
13161,18947,4,Envios Nacionales,4,Depósito Sur,1,En preparación,2025-03-30,2025-04-01
13162,18949,2,Logística Express,4,Depósito Sur,2,En tránsito,2025-03-29,2025-03-31
13163,18952,1,Flash Delivery,4,Depósito Sur,4,Devuelto,2025-03-30,2025-04-04
13164,18953,4,Envios Nacionales,2,Hub Logístico,1,En preparación,2025-03-29,2025-03-30
13165,18957,2,Envios Nacionales,4,Depósito Sur,3,Entregado,2025-03-31,2025-04-02
13166,18959,4,Logística Express,4,Depósito Sur,4,Devuelto,2025-04-01,2025-04-03
13167,18960,4,Flash Delivery,4,Depósito Sur,3,Entregado,2025-04-01,2025-04-05
13168,18962,1,Envios Nacionales,3,Centro Oeste,3,Entregado,2025-04-01,2025-04-02
13169,18963,3,Envios Nacionales,3,Centro Oeste,1,En preparación,2025-03-31,2025-04-05
13170,18964,4,Envios Nacionales,4,Depósito Sur,1,En preparación,2025-03-31,2025-04-05
13171,18965,1,Logística Express,2,Hub Logístico,2,En tránsito,2025-03-31,2025-04-02
13172,18967,4,Flash Delivery,3,Centro Oeste,4,Devuelto,2025-04-02,2025-04-06
13173,18968,4,QuickSend,2,Hub Logístico,3,Entregado,2025-04-01,2025-04-06
13174,18969,1,Envios Nacionales,4,Depósito Sur,3,Entregado,2025-03-31,2025-04-01
13175,18971,4,Logística Express,4,Depósito Sur,4,Devuelto,2025-03-31,2025-04-01
13176,18972,3,QuickSend,4,Depósito Sur,4,Devuelto,2025-04-02,2025-04-05
13177,18973,2,Logística Express,1,Centro Norte,4,Devuelto,2025-03-31,2025-04-03
13178,18974,4,QuickSend,1,Centro Norte,3,Entregado,2025-03-31,2025-04-03
13179,18975,2,Envios Nacionales,3,Centro Oeste,2,En tránsito,2025-04-01,2025-04-03
13180,18978,2,Envios Nacionales,4,Depósito Sur,1,En preparación,2025-04-02,2025-04-06
13181,18980,2,Envios Nacionales,4,Depósito Sur,4,Devuelto,2025-04-02,2025-04-07
13182,18981,1,Flash Delivery,1,Centro Norte,2,En tránsito,2025-04-03,2025-04-05
13183,18982,2,Envios Nacionales,2,Hub Logístico,4,Devuelto,2025-04-02,2025-04-04
13184,18984,3,QuickSend,2,Hub Logístico,2,En tránsito,2025-04-04,2025-04-07
13185,18985,3,Envios Nacionales,1,Centro Norte,3,Entregado,2025-04-02,2025-04-03
13186,18986,1,Flash Delivery,2,Hub Logístico,1,En preparación,2025-04-02,2025-04-03
13187,18987,3,Flash Delivery,4,Depósito Sur,3,Entregado,2025-04-02,2025-04-05
13188,18988,1,Logística Express,1,Centro Norte,1,En preparación,2025-04-02,2025-04-04
13189,18989,2,Logística Express,3,Centro Oeste,2,En tránsito,2025-04-02,2025-04-07
13190,18990,1,Envios Nacionales,4,Depósito Sur,2,En tránsito,2025-04-04,2025-04-06
13191,18991,2,QuickSend,3,Centro Oeste,1,En preparación,2025-04-04,2025-04-07
13192,18992,2,Envios Nacionales,2,Hub Logístico,3,Entregado,2025-04-03,2025-04-04
13193,18994,3,Envios Nacionales,3,Centro Oeste,2,En tránsito,2025-04-04,2025-04-09
13194,18996,1,QuickSend,2,Hub Logístico,2,En tránsito,2025-04-05,2025-04-07
13195,18997,4,Logística Express,4,Depósito Sur,2,En tránsito,2025-04-05,2025-04-09
13196,18998,2,Logística Express,1,Centro Norte,1,En preparación,2025-04-04,2025-04-09
13197,18999,4,Logística Express,2,Hub Logístico,2,En tránsito,2025-04-04,2025-04-08
13198,19004,1,Envios Nacionales,1,Centro Norte,2,En tránsito,2025-04-04,2025-04-08
13199,19005,3,Flash Delivery,3,Centro Oeste,2,En tránsito,2025-04-05,2025-04-07
13200,19008,2,Logística Express,3,Centro Oeste,3,Entregado,2025-04-04,2025-04-06
13201,19009,1,Logística Express,2,Hub Logístico,4,Devuelto,2025-04-05,2025-04-08
13202,19010,2,Envios Nacionales,4,Depósito Sur,3,Entregado,2025-04-06,2025-04-10
13203,19012,4,QuickSend,4,Depósito Sur,3,Entregado,2025-04-06,2025-04-09
13204,19013,1,QuickSend,2,Hub Logístico,2,En tránsito,2025-04-06,2025-04-09
13205,19014,2,Envios Nacionales,4,Depósito Sur,3,Entregado,2025-04-06,2025-04-08
13206,19015,4,Envios Nacionales,3,Centro Oeste,3,Entregado,2025-04-04,2025-04-05
13207,19017,3,Flash Delivery,3,Centro Oeste,3,Entregado,2025-04-07,2025-04-12
13208,19018,3,QuickSend,2,Hub Logístico,3,Entregado,2025-04-07,2025-04-11
13209,19020,4,QuickSend,2,Hub Logístico,4,Devuelto,2025-04-06,2025-04-11
13210,19021,2,QuickSend,3,Centro Oeste,4,Devuelto,2025-04-05,2025-04-09
13211,19023,4,Flash Delivery,3,Centro Oeste,2,En tránsito,2025-04-05,2025-04-06
13212,19025,2,QuickSend,4,Depósito Sur,2,En tránsito,2025-04-05,2025-04-06
13213,19026,1,QuickSend,4,Depósito Sur,1,En preparación,2025-04-07,2025-04-09
13214,19028,1,Envios Nacionales,1,Centro Norte,3,Entregado,2025-04-06,2025-04-08
13215,19029,4,Logística Express,1,Centro Norte,4,Devuelto,2025-04-06,2025-04-10
13216,19030,1,Logística Express,3,Centro Oeste,3,Entregado,2025-04-06,2025-04-08
13217,19031,4,Logística Express,1,Centro Norte,2,En tránsito,2025-04-07,2025-04-10
13218,19032,1,QuickSend,2,Hub Logístico,1,En preparación,2025-04-08,2025-04-13
13219,19034,4,Logística Express,1,Centro Norte,4,Devuelto,2025-04-07,2025-04-08
13220,19035,3,Logística Express,2,Hub Logístico,4,Devuelto,2025-04-08,2025-04-13
13221,19038,1,Flash Delivery,2,Hub Logístico,4,Devuelto,2025-04-07,2025-04-10
13222,19039,3,Logística Express,1,Centro Norte,1,En preparación,2025-04-08,2025-04-09
13223,19041,1,QuickSend,3,Centro Oeste,3,Entregado,2025-04-07,2025-04-08
13224,19042,3,Logística Express,4,Depósito Sur,4,Devuelto,2025-04-07,2025-04-09
13225,19043,2,QuickSend,4,Depósito Sur,2,En tránsito,2025-04-07,2025-04-09
13226,19044,2,Flash Delivery,3,Centro Oeste,1,En preparación,2025-04-08,2025-04-09
13227,19045,2,Logística Express,4,Depósito Sur,3,Entregado,2025-04-09,2025-04-12
13228,19046,1,Flash Delivery,1,Centro Norte,4,Devuelto,2025-04-09,2025-04-14
13229,19048,2,Envios Nacionales,3,Centro Oeste,2,En tránsito,2025-04-08,2025-04-12
13230,19051,4,Flash Delivery,1,Centro Norte,2,En tránsito,2025-04-10,2025-04-13
13231,19052,3,Flash Delivery,2,Hub Logístico,4,Devuelto,2025-04-08,2025-04-12
13232,19053,2,Envios Nacionales,1,Centro Norte,2,En tránsito,2025-04-09,2025-04-14
13233,19054,3,Flash Delivery,3,Centro Oeste,2,En tránsito,2025-04-10,2025-04-13
13234,19055,4,Flash Delivery,1,Centro Norte,1,En preparación,2025-04-08,2025-04-12
13235,19056,2,Envios Nacionales,3,Centro Oeste,4,Devuelto,2025-04-10,2025-04-12
13236,19057,3,Envios Nacionales,4,Depósito Sur,2,En tránsito,2025-04-09,2025-04-10
13237,19058,2,QuickSend,3,Centro Oeste,4,Devuelto,2025-04-08,2025-04-11
13238,19059,1,Flash Delivery,3,Centro Oeste,2,En tránsito,2025-04-10,2025-04-11
13239,19060,4,Logística Express,1,Centro Norte,1,En preparación,2025-04-09,2025-04-10
13240,19061,2,Logística Express,2,Hub Logístico,1,En preparación,2025-04-10,2025-04-14
13241,19063,1,Envios Nacionales,2,Hub Logístico,1,En preparación,2025-04-09,2025-04-11
13242,19064,2,Flash Delivery,3,Centro Oeste,3,Entregado,2025-04-10,2025-04-14
13243,19066,2,QuickSend,1,Centro Norte,3,Entregado,2025-04-10,2025-04-14
13244,19067,3,Logística Express,2,Hub Logístico,4,Devuelto,2025-04-11,2025-04-12
13245,19068,3,Envios Nacionales,2,Hub Logístico,3,Entregado,2025-04-09,2025-04-12
13246,19069,2,Flash Delivery,1,Centro Norte,2,En tránsito,2025-04-10,2025-04-15
13247,19070,3,QuickSend,3,Centro Oeste,3,Entregado,2025-04-11,2025-04-14
13248,19071,4,Flash Delivery,1,Centro Norte,1,En preparación,2025-04-11,2025-04-15
13249,19075,1,Envios Nacionales,2,Hub Logístico,4,Devuelto,2025-04-10,2025-04-13
13250,19077,2,Flash Delivery,3,Centro Oeste,2,En tránsito,2025-04-11,2025-04-14
13251,19078,1,QuickSend,1,Centro Norte,4,Devuelto,2025-04-12,2025-04-17
13252,19079,3,Flash Delivery,3,Centro Oeste,1,En preparación,2025-04-12,2025-04-17
13253,19080,1,Envios Nacionales,4,Depósito Sur,1,En preparación,2025-04-12,2025-04-15
13254,19081,1,Flash Delivery,3,Centro Oeste,2,En tránsito,2025-04-11,2025-04-13
13255,19082,2,Flash Delivery,3,Centro Oeste,1,En preparación,2025-04-12,2025-04-13
13256,19083,2,Flash Delivery,4,Depósito Sur,4,Devuelto,2025-04-12,2025-04-16
13257,19084,2,Logística Express,2,Hub Logístico,2,En tránsito,2025-04-11,2025-04-15
13258,19086,4,Envios Nacionales,4,Depósito Sur,4,Devuelto,2025-04-13,2025-04-16
13259,19087,1,Envios Nacionales,2,Hub Logístico,2,En tránsito,2025-04-12,2025-04-17
13260,19088,3,QuickSend,2,Hub Logístico,4,Devuelto,2025-04-11,2025-04-13
13261,19089,1,QuickSend,1,Centro Norte,4,Devuelto,2025-04-12,2025-04-16
13262,19090,2,Logística Express,1,Centro Norte,1,En preparación,2025-04-12,2025-04-15
13263,19091,4,QuickSend,2,Hub Logístico,4,Devuelto,2025-04-13,2025-04-15
13264,19092,3,Flash Delivery,3,Centro Oeste,4,Devuelto,2025-04-12,2025-04-15
13265,19093,2,Envios Nacionales,2,Hub Logístico,1,En preparación,2025-04-11,2025-04-12
13266,19094,1,Envios Nacionales,3,Centro Oeste,1,En preparación,2025-04-12,2025-04-15
13267,19095,2,Envios Nacionales,3,Centro Oeste,1,En preparación,2025-04-13,2025-04-14
13268,19096,3,Flash Delivery,1,Centro Norte,1,En preparación,2025-04-11,2025-04-13
13269,19097,4,Logística Express,4,Depósito Sur,4,Devuelto,2025-04-11,2025-04-13
13270,19098,1,Flash Delivery,3,Centro Oeste,2,En tránsito,2025-04-12,2025-04-14
13271,19099,3,Envios Nacionales,1,Centro Norte,1,En preparación,2025-04-14,2025-04-16
13272,19101,2,QuickSend,2,Hub Logístico,3,Entregado,2025-04-13,2025-04-18
